family	genus	species	segment	refseqs	num_sequences	seq_length_mean	seq_length_cv	frac_<5yrs	frac_5-10yrs	frac_10-15yrs	frac_15-20yrs	frac_>20yrs	frac_unknown	sequence_names
unknown	unknown	unidentified circular ssDNA virus	N/A	NC_030449	1	2951	0	0.0	0.0	0.0	0.0	0.0	1.0	Unidentified circular ssDNA virus
unknown	Deltavirus	Hepatitis delta virus	N/A	NC_001653	468	1677.1666666666667	0.00554246872443929	0.1752136752136752	0.16025641025641027	0.07905982905982906	0.002136752136752137	0.0	0.5833333333333334	Hepatitis delta virus,Hepatitis delta virus dFr2012,Hepatitis delta virus dFr2040,Hepatitis delta virus dFr2042,Hepatitis delta virus dFr2043,Hepatitis delta virus dFr2045,Hepatitis delta virus dFr2046,Hepatitis delta virus dFr2067,Hepatitis delta virus dFr2119,Hepatitis delta virus dFr2137,Hepatitis delta virus dFr2172,Hepatitis delta virus dFr2189,Hepatitis delta virus dFr2201,Hepatitis delta virus dFr2210,Hepatitis delta virus dFr2236,Hepatitis delta virus dFr2239b,Hepatitis delta virus dFr2244,Hepatitis delta virus dFr2258,Hepatitis delta virus dFr2264,Hepatitis delta virus dFr2284,Hepatitis delta virus dFr2380,Hepatitis delta virus dFr2395,Hepatitis delta virus dFr2404,Hepatitis delta virus dFr2406,Hepatitis delta virus dFr2411,Hepatitis delta virus dFr2544,Hepatitis delta virus dFr508,Hepatitis delta virus dTk1,Hepatitis delta virus dTk10,Hepatitis delta virus dTk12,Hepatitis delta virus dTk13,Hepatitis delta virus dTk2,Hepatitis delta virus dTk21,Hepatitis delta virus dTk27,Hepatitis delta virus dTk28,Hepatitis delta virus dTk3,Hepatitis delta virus dTk34,Hepatitis delta virus dTk35,Hepatitis delta virus dTk38,Hepatitis delta virus dTk4,Hepatitis delta virus dTk5,Hepatitis delta virus dTk6,Hepatitis delta virus dTk7,Hepatitis delta virus dTk8
Adenoviridae	Mastadenovirus	Human mastadenovirus A	N/A	NC_001460	6	33967.666666666664	0.006073435370261415	0.0	0.16666666666666666	0.3333333333333333	0.0	0.16666666666666666	0.3333333333333333	Human adenovirus 18,Human adenovirus 31,Human adenovirus A,Human adenovirus MZ,Simian adenovirus ch1
Adenoviridae	Mastadenovirus	Human mastadenovirus B	N/A	NC_011202,NC_011203	184	35104.19565217391	0.012060023652494976	0.08695652173913043	0.31521739130434784	0.1956521739130435	0.02717391304347826	0.11956521739130435	0.2554347826086957	Human adenovirus 11,Human adenovirus 11+34,Human adenovirus 11a,Human adenovirus 14,Human adenovirus 16,Human adenovirus 21,Human adenovirus 21a,Human adenovirus 3,Human adenovirus 3+11p,Human adenovirus 3+7,Human adenovirus 3-16,Human adenovirus 34,Human adenovirus 35,Human adenovirus 4,Human adenovirus 50,Human adenovirus 55,Human adenovirus 7,Human adenovirus 7d2,Human adenovirus 7h,Human adenovirus B,Human adenovirus B3,Human adenovirus B72,Human mastadenovirus B,Simian adenovirus 27.1,Simian adenovirus 27.2,Simian adenovirus 28.1,Simian adenovirus 28.2,Simian adenovirus 29,Simian adenovirus 32,Simian adenovirus 33,Simian adenovirus 35.1,Simian adenovirus 35.2,Simian adenovirus 41.1,Simian adenovirus 41.2,Simian adenovirus 46,Simian adenovirus 47
Adenoviridae	Mastadenovirus	Human mastadenovirus C	N/A	NC_001405	53	36247.28301886792	0.020707833196898246	0.0	0.07547169811320754	0.20754716981132076	0.18867924528301888	0.20754716981132076	0.32075471698113206	Human adenovirus 1,Human adenovirus 2,Human adenovirus 5,Human adenovirus 6,Human adenovirus C,Human adenovirus JJS-2010,Human mastadenovirus C,Simian adenovirus 31.1,Simian adenovirus 31.2,Simian adenovirus 34,Simian adenovirus 40.1,Simian adenovirus 40.2,Simian adenovirus 42.1,Simian adenovirus 42.2,Simian adenovirus 42.3,Simian adenovirus 43,Simian adenovirus 44,Simian adenovirus 45
Adenoviridae	Mastadenovirus	Human mastadenovirus D	N/A	NC_010956,NC_012959	187	35040.50267379679	0.005088954574578035	0.0855614973262032	0.3315508021390374	0.0481283422459893	0.0053475935828877	0.29411764705882354	0.23529411764705882	Human adenovirus 13,Human adenovirus 15,Human adenovirus 17,Human adenovirus 19,Human adenovirus 20,Human adenovirus 22,Human adenovirus 23,Human adenovirus 24,Human adenovirus 25,Human adenovirus 26,Human adenovirus 27,Human adenovirus 28,Human adenovirus 29,Human adenovirus 30,Human adenovirus 32,Human adenovirus 33,Human adenovirus 36,Human adenovirus 37,Human adenovirus 38,Human adenovirus 39,Human adenovirus 4,Human adenovirus 42,Human adenovirus 43,Human adenovirus 44,Human adenovirus 45,Human adenovirus 46,Human adenovirus 47,Human adenovirus 48,Human adenovirus 49,Human adenovirus 53,Human adenovirus 54,Human adenovirus 56,Human adenovirus 58,Human adenovirus 60 MPW-2011,Human adenovirus 64,Human adenovirus 67,Human adenovirus 8,Human adenovirus 9,Human adenovirus CR/France/2008,Human adenovirus Chiba_E086/2012,Human adenovirus D,Human adenovirus D B172/Dhaka City,Human adenovirus D10,Human adenovirus D37,Human adenovirus D8,Human mastadenovirus D
Adenoviridae	Mastadenovirus	Human mastadenovirus E	N/A	NC_017825,NC_003266	47	36133.14893617021	0.007861333208408688	0.1702127659574468	0.0851063829787234	0.02127659574468085	0.0425531914893617	0.2978723404255319	0.3829787234042553	Chimpanzee adenovirus Y25,Human adenovirus 4,Human adenovirus E,Human adenovirus E4,Human mastadenovirus E,Simian adenovirus 22,Simian adenovirus 23,Simian adenovirus 24,Simian adenovirus 25,Simian adenovirus 25.2,Simian adenovirus 26,Simian adenovirus 30,Simian adenovirus 36,Simian adenovirus 37.1,Simian adenovirus 37.2,Simian adenovirus 38,Simian adenovirus 39
Adenoviridae	Mastadenovirus	Human mastadenovirus F	N/A	NC_001454	13	34185.769230769234	0.0004397779982812516	0.38461538461538464	0.23076923076923078	0.07692307692307693	0.0	0.07692307692307693	0.23076923076923078	Human adenovirus 40,Human adenovirus 41,Human adenovirus F
Adenoviridae	Mastadenovirus	Human mastadenovirus G	N/A	NC_006879	6	34525.833333333336	0.008282263105550173	0.0	0.5	0.0	0.0	0.16666666666666666	0.3333333333333333	Human adenovirus 52,Rhesus adenovirus 51,Rhesus adenovirus 52,Rhesus adenovirus 53,Simian adenovirus 1,Simian adenovirus 11
Amalgaviridae	unknown	Zygosaccharomyces bailii virus Z	N/A	NC_003874	2	3158.5	0.0006716227144402857	0.0	0.0	0.0	0.0	0.0	1.0	Zygosaccharomyces bailii virus Z
